row_pixel,column_pixel,level
39,43,1
39,44,1
39,45,1
39,46,1
39,47,1
39,48,2
39,49,2
39,50,2
39,51,2
39,52,2
39,53,2
39,54,2
39,55,2
39,56,2
39,57,2
39,58,2
39,59,2
39,60,2
39,61,2
39,62,2
39,63,2
39,64,2
39,65,2
39,66,2
39,67,2
39,68,2
39,69,2
39,70,2
39,71,2
39,72,2
39,73,2
39,74,2
39,75,2
39,76,2
39,77,2
39,78,2
39,79,2
39,80,2
39,81,2
39,82,2
39,83,2
39,84,2
39,85,2
39,86,2
39,87,2
39,88,2
39,89,2
39,90,2
39,91,2
39,92,2
39,93,2
39,94,2
39,95,2
40,7,1
40,8,1
40,9,1
40,10,1
40,11,1
40,12,1
40,13,1
40,14,1
40,15,1
40,16,1
40,17,1
40,18,1
40,19,1
40,20,1
40,39,1
40,40,1
40,41,1
40,42,1
40,43,1
40,44,1
40,45,1
40,46,1
40,47,1
40,48,1
40,49,1
40,50,2
40,51,2
40,52,2
40,53,2
40,54,2
40,55,2
40,56,2
40,57,2
40,58,2
40,59,2
40,60,2
40,61,2
40,62,2
40,63,2
40,64,2
40,65,2
40,66,2
40,67,2
40,68,2
40,69,2
40,70,2
40,71,2
40,72,2
40,73,2
40,74,2
40,75,2
40,76,2
40,77,2
40,78,2
40,79,2
40,80,2
40,81,2
40,82,2
40,83,2
40,84,2
40,85,2
40,86,2
40,87,2
40,88,2
40,89,2
40,90,2
40,91,2
40,92,2
40,93,2
41,6,1
41,7,1
41,8,1
41,9,1
41,10,1
41,11,1
41,12,1
41,13,1
41,14,1
41,15,1
41,16,1
41,17,1
41,18,1
41,19,1
41,39,1
41,40,1
41,41,1
41,42,1
41,43,1
41,44,1
41,45,1
41,46,1
41,47,1
41,48,1
41,49,1
41,50,1
41,51,1
41,52,2
41,53,2
41,54,2
41,55,2
41,56,2
41,57,2
41,58,2
41,59,2
41,60,2
41,61,2
41,62,2
41,63,2
41,64,2
41,65,2
41,66,2
41,67,2
41,68,2
41,69,2
41,70,2
41,71,2
41,72,2
41,73,2
41,74,2
41,75,2
41,76,2
41,77,2
41,78,2
41,79,2
41,80,2
41,81,2
41,82,2
41,83,2
41,84,2
41,85,2
41,86,2
41,87,2
41,88,2
41,89,2
41,90,2
41,91,2
42,6,1
42,7,1
42,8,1
42,9,1
42,10,1
42,11,1
42,12,1
42,13,1
42,14,1
42,15,1
42,16,1
42,17,1
42,18,1
42,46,1
42,47,1
42,48,1
42,49,1
42,50,1
42,51,1
42,52,2
42,53,2
42,54,2
42,55,2
42,56,2
42,57,2
42,58,2
42,59,2
42,60,2
42,61,2
42,62,2
42,63,2
42,64,2
42,65,2
42,66,2
42,67,2
42,68,2
42,69,2
42,70,2
42,71,2
42,72,2
42,73,2
42,74,2
42,75,2
42,76,2
42,77,2
42,78,2
42,79,2
42,80,2
42,81,2
42,82,2
42,83,2
42,84,2
42,85,2
42,86,2
42,87,2
42,88,2
43,6,1
43,7,1
43,8,1
43,9,1
43,10,1
43,11,1
43,12,1
43,13,1
43,14,1
43,15,1
43,16,1
43,48,1
43,49,1
43,50,1
43,51,1
43,52,1
43,53,2
43,54,2
43,55,2
43,56,2
43,57,2
43,58,2
43,59,2
43,60,2
43,61,2
43,62,2
43,63,2
43,64,2
43,65,2
43,66,2
43,67,2
43,68,2
43,69,2
43,70,2
43,71,2
43,72,2
43,73,2
43,74,2
43,75,2
43,76,2
43,77,2
43,78,2
43,79,2
43,80,2
43,81,2
44,6,1
44,7,1
44,8,1
44,9,1
44,10,1
44,11,1
44,12,1
44,13,1
44,14,1
44,48,1
44,49,1
44,50,1
44,51,1
44,52,1
44,53,2
44,54,2
44,55,2
44,56,2
44,57,2
44,58,2
44,59,2
44,60,2
44,61,2
44,62,2
44,63,1
44,64,1
44,65,1
44,66,1
44,67,1
44,68,1
44,69,1
44,70,1
44,71,1
44,72,1
44,73,1
44,74,2
44,75,2
44,76,2
44,77,1
44,78,1
45,6,1
45,7,1
45,8,1
45,9,1
45,10,1
45,11,1
45,12,1
45,56,1
45,57,1
45,58,1
45,59,1
45,60,2
45,61,2
45,62,2
46,6,1
46,7,1
46,8,1
46,9,1
46,10,1
