row_pixel,column_pixel,level
36,10,1
36,11,1
36,12,1
36,13,1
36,14,2
36,15,2
36,16,2
36,17,2
36,18,2
36,19,2
36,20,1
36,27,1
36,28,2
36,29,2
36,30,2
36,31,2
36,32,2
36,33,2
36,34,2
36,35,2
36,36,2
36,37,2
36,38,2
36,39,2
36,40,2
36,41,1
36,42,1
36,43,1
36,44,1
36,45,1
36,46,1
36,47,1
36,48,1
36,49,1
36,50,1
36,51,1
36,52,1
36,53,1
36,54,1
36,55,1
36,56,1
36,57,1
36,58,1
36,59,1
36,60,1
36,61,1
36,62,1
36,63,1
36,64,1
36,65,1
36,66,1
36,67,1
36,68,1
36,69,1
36,70,1
36,71,1
36,72,1
36,73,1
36,74,1
36,75,1
36,76,1
36,77,1
36,78,1
36,79,1
36,80,1
36,81,1
36,82,1
36,83,1
36,84,1
36,85,1
36,86,1
36,87,1
36,88,1
36,89,1
36,90,1
36,91,1
36,92,1
36,93,1
36,94,1
36,95,1
37,6,1
37,7,1
37,8,1
37,9,1
37,10,1
37,11,1
37,12,1
37,13,1
37,14,2
37,15,2
37,16,2
37,17,2
37,18,2
37,19,2
37,20,1
37,29,2
37,30,2
37,31,2
37,32,2
37,33,2
37,34,2
37,35,2
37,36,2
37,37,2
37,38,2
37,39,2
37,40,2
37,41,1
37,42,1
37,43,1
37,44,1
37,45,1
37,46,1
37,47,1
37,48,1
37,49,1
37,50,1
37,51,1
37,52,1
37,53,1
37,54,1
37,55,1
37,56,1
37,57,1
37,58,1
37,59,1
37,60,1
37,61,1
37,62,1
37,63,1
37,64,1
37,65,1
37,66,1
37,67,1
37,68,1
37,69,1
37,70,1
37,71,1
37,72,1
37,73,1
37,74,1
37,75,1
37,76,1
37,77,1
37,78,1
37,79,1
37,80,1
37,81,1
37,82,1
37,83,1
37,84,1
37,85,1
37,86,1
37,87,1
37,88,1
37,89,1
37,90,1
37,91,1
37,92,1
37,93,1
37,94,1
37,95,1
38,8,1
38,9,1
38,10,1
38,11,1
38,12,1
38,13,1
38,14,2
38,15,2
38,16,2
38,17,2
38,18,2
38,30,2
38,31,2
38,32,2
38,33,2
38,34,2
38,35,2
38,36,2
38,37,2
38,38,2
38,39,2
38,40,2
38,41,1
38,42,1
38,43,1
38,44,1
38,45,1
38,46,1
38,47,1
38,48,1
38,49,1
38,50,1
38,51,1
38,52,1
38,53,1
38,54,1
38,55,1
38,56,1
38,57,1
38,58,1
38,59,1
38,60,1
38,61,1
38,62,1
38,63,1
38,64,1
38,65,1
38,66,1
38,67,1
38,68,1
38,69,1
38,70,1
38,71,1
38,72,1
38,73,1
38,74,1
38,75,1
38,76,1
38,77,1
38,78,1
38,79,1
38,80,1
38,81,1
38,82,1
38,83,1
38,84,1
38,85,1
38,86,1
38,87,1
38,88,1
38,89,1
38,90,1
38,91,1
38,92,1
38,93,1
38,94,1
38,95,1
39,10,1
39,11,1
39,12,1
39,13,1
39,14,1
39,15,1
39,16,1
39,37,1
39,38,2
39,39,2
39,40,2
39,41,1
39,42,1
39,43,1
39,44,1
39,45,1
39,46,1
39,47,1
39,48,1
39,49,1
39,50,1
39,51,1
39,52,1
39,53,1
39,54,1
39,55,1
39,56,1
39,57,1
39,58,1
39,59,1
39,60,1
39,61,1
39,62,1
39,63,1
39,64,1
39,65,1
39,66,1
39,67,1
39,68,1
39,69,1
39,70,1
39,71,1
39,72,1
39,73,1
39,74,1
39,75,1
39,76,1
39,77,1
39,78,1
39,79,1
39,80,1
39,81,1
39,82,1
39,83,1
39,84,1
39,85,1
39,86,1
39,87,1
39,88,1
39,89,1
39,90,1
39,91,1
39,92,1
39,93,1
39,94,1
39,95,1
40,11,1
40,12,1
40,13,1
40,14,1
40,15,1
40,16,1
40,39,1
40,40,1
40,41,1
40,42,1
40,43,1
40,44,1
40,45,1
40,46,1
40,47,1
40,48,1
40,49,1
40,50,1
40,51,1
40,52,1
40,53,1
40,54,1
40,55,1
40,56,1
40,57,1
40,58,1
40,59,1
40,60,1
40,61,1
40,62,1
40,63,1
40,64,1
40,65,1
40,66,1
40,67,1
40,68,1
40,69,1
40,70,1
40,71,1
40,72,1
40,73,1
40,74,1
40,75,1
40,76,1
40,77,1
40,78,1
40,79,1
40,80,1
40,81,1
40,82,1
40,83,1
40,84,1
40,85,1
40,86,1
40,87,1
40,88,1
40,89,1
41,42,1
41,43,1
41,44,1
41,45,1
41,46,1
41,47,1
41,48,1
41,49,1
41,50,1
41,51,1
41,52,1
41,53,1
41,54,1
41,55,1
41,56,1
41,57,1
41,58,1
41,59,1
41,60,1
41,61,1
41,62,1
41,63,1
41,64,1
41,65,1
41,66,1
41,67,1
41,68,1
41,69,1
41,70,1
41,71,1
41,72,1
41,73,1
41,74,1
41,75,1
41,76,1
41,77,1
41,78,1
41,79,1
41,80,1
41,81,1
41,82,1
41,83,1
41,84,1
41,85,1
41,86,1
41,87,1
42,48,1
42,49,1
42,50,1
42,51,1
42,52,1
42,53,1
42,54,1
42,55,1
42,56,1
42,57,1
42,58,1
42,59,1
42,60,1
42,61,1
42,62,1
42,63,1
42,64,1
42,65,1
42,69,1
42,70,1
42,71,1
42,72,1
42,73,1
42,74,1
42,75,1
42,76,1
42,77,1
42,78,1
42,79,1
42,80,1
42,81,1
42,82,1
42,83,1
43,56,1
43,57,1
43,58,1
43,59,1
43,60,1
43,61,1
43,62,1
43,63,1
43,72,1
43,73,1
43,74,1
43,75,1
43,76,1
43,77,1
43,78,1
43,79,1
43,80,1
43,81,1
