region_key,row_pixel,column_pixel
0,32,31
0,32,32
0,32,44
0,32,45
0,32,46
0,32,47
0,32,48
0,32,49
0,32,50
0,33,7
0,33,8
0,33,9
0,33,10
0,33,11
0,33,12
0,33,13
0,33,14
0,33,15
0,33,16
0,33,17
0,33,18
0,33,19
0,33,20
0,33,21
0,33,22
0,33,23
0,33,24
0,33,25
0,33,26
0,33,27
0,33,28
0,33,29
0,33,30
0,33,31
0,33,32
0,33,43
0,33,44
0,33,45
0,33,46
0,33,47
0,33,48
0,33,49
0,33,50
0,33,51
0,34,7
0,34,8
0,34,9
0,34,10
0,34,11
0,34,12
0,34,13
0,34,14
0,34,15
0,34,16
0,34,17
0,34,18
0,34,19
0,34,20
0,34,21
0,34,22
0,34,23
0,34,24
0,34,25
0,34,26
0,34,27
0,34,28
0,34,29
0,34,30
0,34,31
0,34,32
0,34,33
0,34,43
0,34,44
0,34,45
0,34,46
0,34,47
0,34,48
0,34,49
0,34,50
0,34,51
0,34,52
0,34,53
0,34,83
0,34,84
0,34,85
0,34,86
0,34,87
0,34,88
0,34,89
0,34,90
0,34,91
0,34,92
0,34,93
0,35,6
0,35,7
0,35,8
0,35,9
0,35,10
0,35,11
0,35,12
0,35,13
0,35,14
0,35,15
0,35,16
0,35,17
0,35,18
0,35,19
0,35,20
0,35,21
0,35,22
0,35,23
0,35,24
0,35,25
0,35,26
0,35,27
0,35,28
0,35,29
0,35,30
0,35,31
0,35,32
0,35,33
0,35,41
0,35,42
0,35,43
0,35,44
0,35,45
0,35,46
0,35,47
0,35,48
0,35,49
0,35,50
0,35,51
0,35,52
0,35,53
0,35,54
0,35,55
0,35,56
0,35,57
0,35,78
0,35,79
0,35,80
0,35,81
0,35,82
0,35,83
0,35,84
0,35,85
0,35,86
0,35,87
0,35,88
0,35,89
0,35,90
0,35,91
0,35,92
0,35,93
0,35,94
0,35,95
0,35,96
0,35,97
0,36,6
0,36,7
0,36,8
0,36,9
0,36,10
0,36,11
0,36,12
0,36,13
0,36,14
0,36,15
0,36,16
0,36,17
0,36,18
0,36,19
0,36,20
0,36,21
0,36,22
0,36,23
0,36,24
0,36,25
0,36,26
0,36,27
0,36,28
0,36,29
0,36,30
0,36,31
0,36,32
0,36,33
0,36,34
0,36,35
0,36,39
0,36,40
0,36,41
0,36,42
0,36,43
0,36,44
0,36,45
0,36,46
0,36,47
0,36,48
0,36,49
0,36,50
0,36,51
0,36,52
0,36,53
0,36,54
0,36,55
0,36,56
0,36,57
0,36,58
0,36,59
0,36,60
0,36,61
0,36,62
0,36,63
0,36,64
0,36,65
0,36,66
0,36,67
0,36,68
0,36,69
0,36,70
0,36,71
0,36,72
0,36,73
0,36,74
0,36,75
0,36,76
0,36,77
0,36,78
0,36,79
0,36,80
0,36,81
0,36,82
0,36,83
0,36,84
0,36,85
0,36,86
0,36,87
0,36,88
0,36,89
0,36,90
0,36,91
0,36,92
0,36,93
0,36,94
0,36,95
0,36,96
0,36,97
0,37,6
0,37,7
0,37,8
0,37,9
0,37,10
0,37,11
0,37,12
0,37,13
0,37,14
0,37,15
0,37,16
0,37,17
0,37,18
0,37,19
0,37,20
0,37,21
0,37,22
0,37,23
0,37,29
0,37,30
0,37,31
0,37,32
0,37,33
0,37,34
0,37,35
0,37,36
0,37,37
0,37,38
0,37,39
0,37,40
0,37,41
0,37,42
0,37,43
0,37,44
0,37,45
0,37,46
0,37,47
0,37,48
0,37,49
0,37,50
0,37,51
0,37,52
0,37,53
0,37,54
0,37,55
0,37,56
0,37,57
0,37,58
0,37,59
0,37,60
0,37,61
0,37,62
0,37,63
0,37,64
0,37,65
0,37,66
0,37,67
0,37,68
0,37,69
0,37,70
0,37,71
0,37,72
0,37,73
0,37,74
0,37,75
0,37,76
0,37,77
0,37,78
0,37,79
0,37,80
0,37,81
0,37,82
0,37,83
0,37,84
0,37,85
0,37,86
0,37,87
0,37,88
0,37,89
0,37,90
0,37,91
0,37,92
0,37,93
0,37,94
0,37,95
0,37,96
0,37,97
0,38,7
0,38,8
0,38,9
0,38,10
0,38,11
0,38,12
0,38,13
0,38,14
0,38,15
0,38,16
0,38,17
0,38,18
0,38,19
0,38,20
0,38,21
0,38,22
0,38,23
0,38,30
0,38,31
0,38,32
0,38,33
0,38,34
0,38,35
0,38,36
0,38,37
0,38,38
0,38,39
0,38,40
0,38,41
0,38,42
0,38,43
0,38,44
0,38,45
0,38,46
0,38,47
0,38,48
0,38,49
0,38,50
0,38,51
0,38,52
0,38,53
0,38,54
0,38,55
0,38,56
0,38,57
0,38,58
0,38,59
0,38,60
0,38,61
0,38,62
0,38,63
0,38,64
0,38,65
0,38,66
0,38,67
0,38,68
0,38,69
0,38,70
0,38,71
0,38,72
0,38,73
0,38,74
0,38,75
0,38,76
0,38,77
0,38,78
0,38,79
0,38,80
0,38,81
0,38,82
0,38,83
0,38,84
0,38,85
0,38,86
0,38,87
0,38,88
0,38,89
0,38,90
0,38,91
0,38,92
0,38,93
0,38,94
0,38,95
0,38,96
0,38,97
0,39,7
0,39,8
0,39,9
0,39,10
0,39,11
0,39,12
0,39,13
0,39,14
0,39,15
0,39,16
0,39,17
0,39,18
0,39,19
0,39,20
0,39,21
0,39,22
0,39,37
0,39,38
0,39,39
0,39,40
0,39,41
0,39,42
0,39,43
0,39,44
0,39,45
0,39,46
0,39,47
0,39,48
0,39,49
0,39,50
0,39,51
0,39,52
0,39,53
0,39,54
0,39,55
0,39,56
0,39,57
0,39,58
0,39,59
0,39,60
0,39,61
0,39,62
0,39,63
0,39,64
0,39,65
0,39,66
0,39,67
0,39,68
0,39,69
0,39,70
0,39,71
0,39,72
0,39,73
0,39,74
0,39,75
0,39,76
0,39,77
0,39,78
0,39,79
0,39,80
0,39,81
0,39,82
0,39,83
0,39,84
0,39,85
0,39,86
0,39,87
0,39,88
0,39,89
0,39,90
0,39,91
0,39,92
0,39,93
0,39,94
0,39,95
0,40,7
0,40,8
0,40,9
0,40,10
0,40,11
0,40,12
0,40,13
0,40,14
0,40,15
0,40,16
0,40,17
0,40,18
0,40,19
0,40,20
0,40,39
0,40,40
0,40,41
0,40,42
0,40,43
0,40,44
0,40,45
0,40,46
0,40,47
0,40,48
0,40,49
0,40,50
0,40,51
0,40,52
0,40,53
0,40,54
0,40,55
0,40,56
0,40,57
0,40,58
0,40,59
0,40,60
0,40,61
0,40,62
0,40,63
0,40,64
0,40,65
0,40,66
0,40,67
0,40,68
0,40,69
0,40,70
0,40,71
0,40,72
0,40,73
0,40,74
0,40,75
0,40,76
0,40,77
0,40,78
0,40,79
0,40,80
0,40,81
0,40,82
0,40,83
0,40,84
0,40,85
0,40,86
0,40,87
0,40,88
0,40,89
0,40,90
0,40,91
0,40,92
0,40,93
0,41,6
0,41,7
0,41,8
0,41,9
0,41,10
0,41,11
0,41,12
0,41,13
0,41,14
0,41,15
0,41,16
0,41,17
0,41,18
0,41,19
0,41,39
0,41,40
0,41,41
0,41,42
0,41,43
0,41,44
0,41,45
0,41,46
0,41,47
0,41,48
0,41,49
0,41,50
0,41,51
0,41,52
0,41,53
0,41,54
0,41,55
0,41,56
0,41,57
0,41,58
0,41,59
0,41,60
0,41,61
0,41,62
0,41,63
0,41,64
0,41,65
0,41,66
0,41,67
0,41,68
0,41,69
0,41,70
0,41,71
0,41,72
0,41,73
0,41,74
0,41,75
0,41,76
0,41,77
0,41,78
0,41,79
0,41,80
0,41,81
0,41,82
0,41,83
0,41,84
0,41,85
0,41,86
0,41,87
0,41,88
0,41,89
0,41,90
0,41,91
0,42,6
0,42,7
0,42,8
0,42,9
0,42,10
0,42,11
0,42,12
0,42,13
0,42,14
0,42,15
0,42,16
0,42,17
0,42,18
0,42,46
0,42,47
0,42,48
0,42,49
0,42,50
0,42,51
0,42,52
0,42,53
0,42,54
0,42,55
0,42,56
0,42,57
0,42,58
0,42,59
0,42,60
0,42,61
0,42,62
0,42,63
0,42,64
0,42,65
0,42,66
0,42,67
0,42,68
0,42,69
0,42,70
0,42,71
0,42,72
0,42,73
0,42,74
0,42,75
0,42,76
0,42,77
0,42,78
0,42,79
0,42,80
0,42,81
0,42,82
0,42,83
0,42,84
0,42,85
0,42,86
0,42,87
0,42,88
0,43,6
0,43,7
0,43,8
0,43,9
0,43,10
0,43,11
0,43,12
0,43,13
0,43,14
0,43,15
0,43,16
0,43,48
0,43,49
0,43,50
0,43,51
0,43,52
0,43,53
0,43,54
0,43,55
0,43,56
0,43,57
0,43,58
0,43,59
0,43,60
0,43,61
0,43,62
0,43,63
0,43,64
0,43,65
0,43,66
0,43,67
0,43,68
0,43,69
0,43,70
0,43,71
0,43,72
0,43,73
0,43,74
0,43,75
0,43,76
0,43,77
0,43,78
0,43,79
0,43,80
0,43,81
0,44,6
0,44,7
0,44,8
0,44,9
0,44,10
0,44,11
0,44,12
0,44,13
0,44,14
0,44,48
0,44,49
0,44,50
0,44,51
0,44,52
0,44,53
0,44,54
0,44,55
0,44,56
0,44,57
0,44,58
0,44,59
0,44,60
0,44,61
0,44,62
0,44,63
0,44,64
0,44,65
0,44,66
0,44,67
0,44,68
0,44,69
0,44,70
0,44,71
0,44,72
0,44,73
0,44,74
0,44,75
0,44,76
0,44,77
0,44,78
0,45,6
0,45,7
0,45,8
0,45,9
0,45,10
0,45,11
0,45,12
0,45,56
0,45,57
0,45,58
0,45,59
0,45,60
0,45,61
0,45,62
0,46,6
0,46,7
0,46,8
0,46,9
0,46,10
1,30,44
1,30,45
1,30,46
1,30,47
1,30,48
1,31,44
1,31,45
1,31,46
1,31,47
1,31,48
1,31,49
1,31,50
1,32,44
1,32,45
1,32,46
1,32,47
1,32,48
1,32,49
1,32,50
1,33,43
1,33,44
1,33,45
1,33,46
1,33,47
1,33,48
1,33,49
1,33,50
1,33,51
1,34,43
1,34,44
1,34,45
1,34,46
1,34,47
1,34,48
1,34,49
1,34,50
1,34,51
1,34,52
1,34,53
1,34,83
1,34,84
1,34,85
1,34,86
1,34,87
1,34,88
1,34,89
1,34,90
1,34,91
1,34,92
1,34,93
1,35,41
1,35,42
1,35,43
1,35,44
1,35,45
1,35,46
1,35,47
1,35,48
1,35,49
1,35,50
1,35,51
1,35,52
1,35,53
1,35,54
1,35,55
1,35,56
1,35,78
1,35,79
1,35,80
1,35,81
1,35,82
1,35,83
1,35,84
1,35,85
1,35,86
1,35,87
1,35,88
1,35,89
1,35,90
1,35,91
1,35,92
1,35,93
1,35,94
1,35,95
1,35,96
1,35,97
1,36,41
1,36,42
1,36,43
1,36,44
1,36,45
1,36,46
1,36,47
1,36,48
1,36,49
1,36,50
1,36,51
1,36,52
1,36,53
1,36,54
1,36,55
1,36,56
1,36,57
1,36,58
1,36,59
1,36,60
1,36,61
1,36,62
1,36,63
1,36,64
1,36,65
1,36,66
1,36,67
1,36,68
1,36,69
1,36,70
1,36,71
1,36,72
1,36,73
1,36,74
1,36,75
1,36,76
1,36,77
1,36,78
1,36,79
1,36,80
1,36,81
1,36,82
1,36,83
1,36,84
1,36,85
1,36,86
1,36,87
1,36,88
1,36,89
1,36,90
1,36,91
1,36,92
1,36,93
1,36,94
1,36,95
1,36,96
1,36,97
1,37,41
1,37,42
1,37,43
1,37,44
1,37,45
1,37,46
1,37,47
1,37,48
1,37,49
1,37,50
1,37,51
1,37,52
1,37,53
1,37,54
1,37,55
1,37,56
1,37,57
1,37,58
1,37,59
1,37,60
1,37,61
1,37,62
1,37,63
1,37,64
1,37,65
1,37,66
1,37,67
1,37,68
1,37,69
1,37,70
1,37,71
1,37,72
1,37,73
1,37,74
1,37,75
1,37,76
1,37,77
1,37,78
1,37,79
1,37,80
1,37,81
1,37,82
1,37,83
1,37,84
1,37,85
1,37,86
1,37,87
1,37,88
1,37,89
1,37,90
1,37,91
1,37,92
1,37,93
1,37,94
1,37,95
1,37,96
1,37,97
1,38,44
1,38,45
1,38,46
1,38,47
1,38,48
1,38,49
1,38,50
1,38,51
1,38,52
1,38,53
1,38,54
1,38,55
1,38,56
1,38,57
1,38,58
1,38,59
1,38,60
1,38,61
1,38,62
1,38,63
1,38,64
1,38,65
1,38,66
1,38,67
1,38,68
1,38,69
1,38,70
1,38,71
1,38,72
1,38,73
1,38,74
1,38,75
1,38,76
1,38,77
1,38,78
1,38,79
1,38,80
1,38,81
1,38,82
1,38,83
1,38,84
1,38,85
1,38,86
1,38,87
1,38,88
1,38,89
1,38,90
1,38,91
1,38,92
1,38,93
1,38,94
1,38,95
1,38,96
1,38,97
1,39,48
1,39,49
1,39,50
1,39,51
1,39,52
1,39,53
1,39,54
1,39,55
1,39,56
1,39,57
1,39,58
1,39,59
1,39,60
1,39,61
1,39,62
1,39,63
1,39,64
1,39,65
1,39,66
1,39,67
1,39,68
1,39,69
1,39,70
1,39,71
1,39,72
1,39,73
1,39,74
1,39,75
1,39,76
1,39,77
1,39,78
1,39,79
1,39,80
1,39,81
1,39,82
1,39,83
1,39,84
1,39,85
1,39,86
1,39,87
1,39,88
1,39,89
1,39,90
1,39,91
1,39,92
1,39,93
1,39,94
1,39,95
1,40,50
1,40,51
1,40,52
1,40,53
1,40,54
1,40,55
1,40,56
1,40,57
1,40,58
1,40,59
1,40,60
1,40,61
1,40,62
1,40,63
1,40,64
1,40,65
1,40,66
1,40,67
1,40,68
1,40,69
1,40,70
1,40,71
1,40,72
1,40,73
1,40,74
1,40,75
1,40,76
1,40,77
1,40,78
1,40,79
1,40,80
1,40,81
1,40,82
1,40,83
1,40,84
1,40,85
1,40,86
1,40,87
1,40,88
1,40,89
1,40,90
1,40,91
1,40,92
1,40,93
1,41,52
1,41,53
1,41,54
1,41,55
1,41,56
1,41,57
1,41,58
1,41,59
1,41,60
1,41,61
1,41,62
1,41,63
1,41,64
1,41,65
1,41,66
1,41,67
1,41,68
1,41,69
1,41,70
1,41,71
1,41,72
1,41,73
1,41,74
1,41,75
1,41,76
1,41,77
1,41,78
1,41,79
1,41,80
1,41,81
1,41,82
1,41,83
1,41,84
1,41,85
1,41,86
1,41,87
1,41,88
1,41,89
1,41,90
1,41,91
1,42,52
1,42,53
1,42,54
1,42,55
1,42,56
1,42,57
1,42,58
1,42,59
1,42,60
1,42,61
1,42,62
1,42,63
1,42,64
1,42,65
1,42,66
1,42,67
1,42,68
1,42,69
1,42,70
1,42,71
1,42,72
1,42,73
1,42,74
1,42,75
1,42,76
1,42,77
1,42,78
1,42,79
1,42,80
1,42,81
1,42,82
1,42,83
1,42,84
1,42,85
1,42,86
1,42,87
1,42,88
1,43,53
1,43,54
1,43,55
1,43,56
1,43,57
1,43,58
1,43,59
1,43,60
1,43,61
1,43,62
1,43,63
1,43,64
1,43,65
1,43,66
1,43,67
1,43,68
1,43,69
1,43,70
1,43,71
1,43,72
1,43,73
1,43,74
1,43,75
1,43,76
1,43,77
1,43,78
1,43,79
1,43,80
1,43,81
1,44,53
1,44,54
1,44,55
1,44,56
1,44,57
1,44,58
1,44,59
1,44,60
1,44,61
1,44,62
1,44,74
1,44,75
1,44,76
1,45,60
1,45,61
1,45,62
